"Series Code","Indicator Name",,,,"Source"
"GC.AST.TOTL.CN","Net acquisition of financial assets (current LCU)",,,,"International Monetary Fund, Government Finance Statistics Yearbook and data files."
"GC.AST.TOTL.GD.ZS","Net acquisition of financial assets (% of GDP)",,,,"International Monetary Fund, Government Finance Statistics Yearbook and data files."
"GC.DOD.TOTL.CN","Central government debt, total (current LCU)",,,,"International Monetary Fund, Government Finance Statistics Yearbook and data files."
"GC.DOD.TOTL.GD.ZS","Central government debt, total (% of GDP)",,,,"International Monetary Fund, Government Finance Statistics Yearbook and data files, and World Bank and OECD GDP estimates."
"GC.LBL.TOTL.CN","Net incurrence of liabilities, total (current LCU)",,,,"International Monetary Fund, Government Finance Statistics Yearbook and data files."
"GC.LBL.TOTL.GD.ZS","Net incurrence of liabilities, total (% of GDP)",,,,"International Monetary Fund, Government Finance Statistics Yearbook and data files."
"GC.NFN.TOTL.CN","Net investment in nonfinancial assets (current LCU)",,,,"International Monetary Fund, Government Finance Statistics Yearbook and data files."
"GC.NFN.TOTL.GD.ZS","Net investment in nonfinancial assets (% of GDP)",,,,"International Monetary Fund, Government Finance Statistics Yearbook and data files."
"GC.NLD.TOTL.CN","Net lending (+) / net borrowing (-) (current LCU)",,,,"International Monetary Fund, Government Finance Statistics Yearbook and data files."
"GC.NLD.TOTL.GD.ZS","Net lending (+) / net borrowing (-) (% of GDP)",,,,"International Monetary Fund, Government Finance Statistics Yearbook and data files."
"GC.REV.GOTR.CN","Grants and other revenue (current LCU)",,,,"International Monetary Fund, Government Finance Statistics Yearbook and data files."
"GC.REV.GOTR.ZS","Grants and other revenue (% of revenue)",,,,"International Monetary Fund, Government Finance Statistics Yearbook and data files."
"GC.REV.SOCL.CN","Social contributions (current LCU)",,,,"International Monetary Fund, Government Finance Statistics Yearbook and data files."
"GC.REV.SOCL.ZS","Social contributions (% of revenue)",,,,"International Monetary Fund, Government Finance Statistics Yearbook and data files."
"GC.REV.XGRT.CN","Revenue, excluding grants (current LCU)",,,,"International Monetary Fund, Government Finance Statistics Yearbook and data files."
"GC.REV.XGRT.GD.ZS","Revenue, excluding grants (% of GDP)",,,,"International Monetary Fund, Government Finance Statistics Yearbook and data files, and World Bank and OECD GDP estimates."
"GC.TAX.EXPT.CN","Taxes on exports (current LCU)",,,,"International Monetary Fund, Government Finance Statistics Yearbook and data files."
"GC.TAX.EXPT.ZS","Taxes on exports (% of tax revenue)",,,,"International Monetary Fund, Government Finance Statistics Yearbook and data files."
"GC.TAX.GSRV.CN","Taxes on goods and services (current LCU)",,,,"International Monetary Fund, Government Finance Statistics Yearbook and data files."
"GC.TAX.GSRV.RV.ZS","Taxes on goods and services (% of revenue)",,,,"International Monetary Fund, Government Finance Statistics Yearbook and data files."
"GC.TAX.GSRV.VA.ZS","Taxes on goods and services (% value added of industry and services)",,,,"International Monetary Fund, Government Finance Statistics Yearbook and data files, and World Bank and OECD value added estimates."
"GC.TAX.IMPT.CN","Customs and other import duties (current LCU)",,,,"International Monetary Fund, Government Finance Statistics Yearbook and data files."
"GC.TAX.IMPT.ZS","Customs and other import duties (% of tax revenue)",,,,"International Monetary Fund, Government Finance Statistics Yearbook and data files."
"GC.TAX.INTT.CN","Taxes on international trade (current LCU)",,,,"International Monetary Fund, Government Finance Statistics Yearbook and data files."
"GC.TAX.INTT.RV.ZS","Taxes on international trade (% of revenue)",,,,"International Monetary Fund, Government Finance Statistics Yearbook and data files."
"GC.TAX.OTHR.CN","Other taxes (current LCU)",,,,"International Monetary Fund, Government Finance Statistics Yearbook and data files."
"GC.TAX.OTHR.RV.ZS","Other taxes (% of revenue)",,,,"International Monetary Fund, Government Finance Statistics Yearbook and data files."
"GC.TAX.TOTL.CN","Tax revenue (current LCU)",,,,"International Monetary Fund, Government Finance Statistics Yearbook and data files."
"GC.TAX.TOTL.GD.ZS","Tax revenue (% of GDP)",,,,"International Monetary Fund, Government Finance Statistics Yearbook and data files, and World Bank and OECD GDP estimates."
"GC.TAX.YPKG.CN","Taxes on income, profits and capital gains (current LCU)",,,,"International Monetary Fund, Government Finance Statistics Yearbook and data files."
"GC.TAX.YPKG.RV.ZS","Taxes on income, profits and capital gains (% of revenue)",,,,"International Monetary Fund, Government Finance Statistics Yearbook and data files."
"GC.TAX.YPKG.ZS","Taxes on income, profits and capital gains (% of total taxes)",,,,"International Monetary Fund, Government Finance Statistics Yearbook and data files."
"GC.XPN.COMP.CN","Compensation of employees (current LCU)",,,,"International Monetary Fund, Government Finance Statistics Yearbook and data files."
"GC.XPN.COMP.ZS","Compensation of employees (% of expense)",,,,"International Monetary Fund, Government Finance Statistics Yearbook and data files."
"GC.XPN.GSRV.CN","Goods and services expense (current LCU)",,,,"International Monetary Fund, Government Finance Statistics Yearbook and data files."
"GC.XPN.GSRV.ZS","Goods and services expense (% of expense)",,,,"International Monetary Fund, Government Finance Statistics Yearbook and data files."
"GC.XPN.INTP.CN","Interest payments (current LCU)",,,,"International Monetary Fund, Government Finance Statistics Yearbook and data files."
"GC.XPN.INTP.RV.ZS","Interest payments (% of revenue)",,,,"International Monetary Fund, Government Finance Statistics Yearbook and data files."
"GC.XPN.INTP.ZS","Interest payments (% of expense)",,,,"International Monetary Fund, Government Finance Statistics Yearbook and data files."
"GC.XPN.OTHR.CN","Other expense (current LCU)",,,,"International Monetary Fund, Government Finance Statistics Yearbook and data files."
"GC.XPN.OTHR.ZS","Other expense (% of expense)",,,,"International Monetary Fund, Government Finance Statistics Yearbook and data files."
"GC.XPN.TOTL.CN","Expense (current LCU)",,,,"International Monetary Fund, Government Finance Statistics Yearbook and data files."
"GC.XPN.TOTL.GD.ZS","Expense (% of GDP)",,,,"International Monetary Fund, Government Finance Statistics Yearbook and data files, and World Bank and OECD GDP estimates."
"GC.XPN.TRFT.CN","Subsidies and other transfers (current LCU)",,,,"International Monetary Fund, Government Finance Statistics Yearbook and data files."
"GC.XPN.TRFT.ZS","Subsidies and other transfers (% of expense)",,,,"International Monetary Fund, Government Finance Statistics Yearbook and data files."
"IC.BUS.DFRN.XQ","Distance to frontier score (0=lowest performance to 100=frontier)",,,,"World Bank, Doing Business project (http://www.doingbusiness.org/)."
"IC.BUS.DISC.XQ","Business extent of disclosure index (0=less disclosure to 10=more disclosure)",,,,"World Bank, Doing Business project (http://www.doingbusiness.org/)."
"IC.BUS.EASE.XQ","Ease of doing business index (1=most business-friendly regulations)",,,,"World Bank, Doing Business project (http://www.doingbusiness.org/)."
"IC.BUS.NDNS.ZS","New business density (new registrations per 1,000 people ages 15-64)",,,,"World Bank's Entrepreneurship Survey and database (http://www.doingbusiness.org/data/exploretopics/entrepreneurship)."
"IC.BUS.NREG","New businesses registered (number)",,,,"World Bank's Entrepreneurship Survey and database (http://www.doingbusiness.org/data/exploretopics/entrepreneurship)."
"IC.CRD.INFO.XQ","Depth of credit information index (0=low to 8=high)",,,,"World Bank, Doing Business project (http://www.doingbusiness.org/)."
"IC.CRD.PRVT.ZS","Private credit bureau coverage (% of adults)",,,,"World Bank, Doing Business project (http://www.doingbusiness.org/)."
"IC.CRD.PUBL.ZS","Public credit registry coverage (% of adults)",,,,"World Bank, Doing Business project (http://www.doingbusiness.org/)."
"IC.CUS.DURS.EX","Average time to clear exports through customs (days)",,,,"World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/)."
"IC.ELC.DURS","Delay in obtaining an electrical connection (days)",,,,"World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/)."
"IC.ELC.OUTG","Power outages in firms in a typical month (number)",,,,"World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/)."
"IC.ELC.OUTG.ZS","Firms experiencing electrical outages (% of firms)",,,,"World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/)."
"IC.ELC.TIME","Time required to get electricity (days)",,,,"World Bank, Doing Business project (http://www.doingbusiness.org/)."
"IC.EXP.COST.CD","Cost to export (US$ per container)",,,,"World Bank, Doing Business project (http://www.doingbusiness.org/)."
"IC.EXP.CSBC.CD","Cost to export, border compliance (US$)",,,,"World Bank, Doing Business project (http://www.doingbusiness.org/)."
"IC.EXP.CSDC.CD","Cost to export, documentary compliance (US$)",,,,"World Bank, Doing Business project (http://www.doingbusiness.org/)."
"IC.EXP.DOCS","Documents to export (number)",,,,"World Bank, Doing Business project (http://www.doingbusiness.org/)."
"IC.EXP.DURS","Time to export (days)",,,,"World Bank, Doing Business project (http://www.doingbusiness.org/)."
"IC.EXP.TMBC","Time to export, border compliance (hours)",,,,"World Bank, Doing Business project (http://www.doingbusiness.org/)."
"IC.EXP.TMDC","Time to export, documentary compliance (hours)",,,,"World Bank, Doing Business project (http://www.doingbusiness.org/)."
"IC.FRM.BKWC.ZS","Firms using banks to finance working capital (% of firms)",,,,"World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/)."
"IC.FRM.BNKS.ZS","Firms using banks to finance investment (% of firms)",,,,"World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/)."
"IC.FRM.BRIB.ZS","Bribery incidence (% of firms experiencing at least one bribe payment request)",,,,"World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/)."
"IC.FRM.CMPU.ZS","Firms competing against unregistered firms (% of firms)",,,,"World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/)."
"IC.FRM.CORR.ZS","Informal payments to public officials (% of firms)",,,,"World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/)."
"IC.FRM.CRIM.ZS","Losses due to theft and vandalism (% of annual sales for affected firms)",,,,"World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/)."
"IC.FRM.DURS","Time required to obtain an operating license (days)",,,,"World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/)."
"IC.FRM.FEMM.ZS","Firms with female top manager (% of firms)",,,,"World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/)."
"IC.FRM.FEMO.ZS","Firms with female participation in ownership (% of firms)",,,,"World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/)."
"IC.FRM.FREG.ZS","Firms formally registered when operations started (% of firms)",,,,"World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/)."
"IC.FRM.INFM.ZS","Firms that do not report all sales for tax purposes (% of firms)",,,,"World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/)."
"IC.FRM.METG.ZS","Firms visited or required meetings with tax officials (% of firms)",,,,"World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/)."
"IC.FRM.OUTG.ZS","Value lost due to electrical outages (% of sales for affected firms)",,,,"World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/)."
"IC.FRM.RSDV.ZS","Firms that spend on R&D (% of firms)",,,,"World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/)."
"IC.FRM.THEV.ZS","Firms experiencing losses due to theft and vandalism (% of firms)",,,,"World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/)."
"IC.FRM.TRNG.ZS","Firms offering formal training (% of firms)",,,,"World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/)."
"IC.GOV.DURS.ZS","Time spent dealing with the requirements of government regulations (% of senior management time)",,,,"World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/)."
"IC.IMP.COST.CD","Cost to import (US$ per container)",,,,"World Bank, Doing Business project (http://www.doingbusiness.org/)."
"IC.IMP.CSBC.CD","Cost to import, border compliance (US$)",,,,"World Bank, Doing Business project (http://www.doingbusiness.org/)."
"IC.IMP.CSDC.CD","Cost to import, documentary compliance (US$)",,,,"World Bank, Doing Business project (http://www.doingbusiness.org/)."
"IC.IMP.DOCS","Documents to import (number)",,,,"World Bank, Doing Business project (http://www.doingbusiness.org/)."
"IC.IMP.DURS","Time to import (days)",,,,"World Bank, Doing Business project (http://www.doingbusiness.org/)."
"IC.IMP.TMBC","Time to import, border compliance (hours)",,,,"World Bank, Doing Business project (http://www.doingbusiness.org/)."
"IC.IMP.TMDC","Time to import, documentary compliance (hours)",,,,"World Bank, Doing Business project (http://www.doingbusiness.org/)."
"IC.ISV.DURS","Time to resolve insolvency (years)",,,,"World Bank, Doing Business project (http://www.doingbusiness.org/)."
"IC.LGL.CRED.XQ","Strength of legal rights index (0=weak to 12=strong)",,,,"World Bank, Doing Business project (http://www.doingbusiness.org/)."
"IC.LGL.DURS","Time required to enforce a contract (days)",,,,"World Bank, Doing Business project (http://www.doingbusiness.org/)."
"IC.PRP.DURS","Time required to register property (days)",,,,"World Bank, Doing Business project (http://www.doingbusiness.org/)."
